date,price_proxy,commodity,price_source,price_source_detail,price_series_desc,price_unit,futures_price,futures_return
1992-07-31,2.33,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.33,-0.05834988306227662
1992-08-31,2.15,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.15,-0.08040042543803783
1992-09-30,2.16,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.16,0.0046403795565023165
1992-10-31,2.05,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.05,-0.05226842854575697
1992-11-30,1.98,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.98,-0.034742948443872934
1992-12-31,1.97,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.97,-0.005063301956546695
1993-01-31,2.03,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.03,0.030002250303798772
1993-02-28,2.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.0,-0.01488861249375062
1993-03-31,2.1,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.1,0.04879016416943205
1993-04-30,2.16,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.16,0.0281708769666964
1993-05-31,2.14,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.14,-0.009302392662313586
1993-06-30,2.09,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.09,-0.023641763057040577
1993-07-31,2.22,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.22,0.060343129907468596
1993-08-31,2.25,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.25,0.0134230203321406
1993-09-30,2.21,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.21,-0.017937700686667335
1993-10-31,2.28,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.28,0.031182927436687935
1993-11-30,2.45,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.45,0.07191258159028635
1993-12-31,2.67,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.67,0.08599044785552246
1994-01-31,2.7,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.7,0.011173300598125269
1994-02-28,2.79,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.79,0.03278982282299081
1994-03-31,2.74,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.74,-0.018083675433295365
1994-04-30,2.65,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.65,-0.03339828040184811
1994-05-31,2.6,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.6,-0.019048194970694432
1994-06-30,2.61,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.61,0.00383877630716567
1994-07-31,2.29,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.29,-0.13079840376845375
1994-08-31,2.16,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.16,-0.05844359587007453
1994-09-30,2.19,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.19,0.01379332213233564
1994-10-31,2.06,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.06,-0.06119556102691959
1994-11-30,1.99,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.99,-0.03457134406508877
1994-12-31,2.13,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.13,0.06798734098493264
1995-01-31,2.19,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.19,0.027779564107075716
1995-02-28,2.23,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.23,0.018100041643618003
1995-03-31,2.3,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.3,0.030907537463076507
1995-04-30,2.36,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.36,0.025752496102414812
1995-05-31,2.42,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.42,0.025105921131076347
1995-06-30,2.51,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.51,0.03651521297509741
1995-07-31,2.63,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.63,0.04670109304598069
1995-08-31,2.63,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.63,0.0
1995-09-30,2.69,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.69,0.02255734742407456
1995-10-31,2.79,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.79,0.03650040221952655
1995-11-30,2.87,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.87,0.028270433938255568
1995-12-31,3.07,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,3.07,0.06736553182757588
1996-01-31,3.09,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,3.09,0.006493529310548363
1996-02-29,3.37,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,3.37,0.08674165345461637
1996-03-31,3.51,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,3.51,0.04070329311350385
1996-04-30,3.85,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,3.85,0.09245711082191854
1996-05-31,4.14,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,4.14,0.07262263953753001
1996-06-30,4.2,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,4.2,0.014388737452099898
1996-07-31,4.43,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,4.43,0.05331505876772158
1996-08-31,4.3,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,4.3,-0.029784561357527606
1996-09-30,3.56,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,3.56,-0.18885447783557763
1996-10-31,2.88,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.88,-0.21197025071608455
1996-11-30,2.66,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.66,-0.07946417135424677
1996-12-31,2.63,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.63,-0.011342276603934609
1997-01-31,2.69,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.69,0.02255734742407456
1997-02-28,2.65,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.65,-0.014981553615616927
1997-03-31,2.79,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.79,0.05148195583514348
1997-04-30,2.8,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.8,0.0035778213478838694
1997-05-31,2.69,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.69,-0.04007822356741042
1997-06-30,2.56,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.56,-0.04953393512227655
1997-07-31,2.42,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.42,-0.05623971832287611
1997-08-31,2.5,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.5,0.03252319170556006
1997-09-30,2.52,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.52,0.007968169649176793
1997-10-31,2.54,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.54,0.007905179507113336
1997-11-30,2.51,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.51,-0.01188132788675278
1997-12-31,2.52,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.52,0.003976148379639444
1998-01-31,2.56,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.56,0.015748356968139254
1998-02-28,2.55,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.55,-0.003913899321136394
1998-03-31,2.55,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.55,0.0
1998-04-30,2.41,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.41,-0.056466611667771116
1998-05-31,2.34,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.34,-0.029475818132953635
1998-06-30,2.28,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.28,-0.02597548640326064
1998-07-31,2.19,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.19,-0.040273899137939995
1998-08-31,1.89,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.89,-0.14732471475685838
1998-09-30,1.84,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.84,-0.02681125745065671
1998-10-31,1.91,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.91,0.03733767043764413
1998-11-30,1.93,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.93,0.010416760858255714
1998-12-31,2.0,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.0,0.03562717764315115
1999-01-31,2.06,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.06,0.029558802241544502
1999-02-28,2.05,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.05,-0.004866189651173025
1999-03-31,2.06,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.06,0.004866189651173025
1999-04-30,2.04,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.04,-0.009756174945364737
1999-05-31,1.99,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.99,-0.024815169119724034
1999-06-30,1.97,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.97,-0.010101095986503883
1999-07-31,1.74,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.74,-0.1241484295234595
1999-08-31,1.75,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.75,0.0057306747089850285
1999-09-30,1.75,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.75,0.0
1999-10-31,1.69,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.69,-0.03488725900044054
1999-11-30,1.7,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.7,0.005899722127188256
1999-12-31,1.82,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.82,0.06820825002653363
2000-01-31,1.91,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.91,0.04826674096983441
2000-02-29,1.98,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.98,0.03599360264790541
2000-03-31,2.03,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.03,0.024938948347252077
2000-04-30,2.03,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.03,0.0
2000-05-31,2.11,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.11,0.03865215443427916
2000-06-30,1.91,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.91,-0.09958470542943665
2000-07-31,1.64,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.64,-0.15240700022243142
2000-08-31,1.52,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.52,-0.07598590697792196
2000-09-30,1.61,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.61,0.057523844138186675
2000-10-31,1.74,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.74,0.07765093423006592
2000-11-30,1.86,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.86,0.06669137449867235
2000-12-31,1.97,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.97,0.05745705502478715
2001-01-31,1.98,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.98,0.005063301956546695
2001-02-28,1.96,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.96,-0.01015237146401804
2001-03-31,1.96,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.96,0.0
2001-04-30,1.89,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.89,-0.03636764417087479
2001-05-31,1.82,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.82,-0.03774032798284699
2001-06-30,1.76,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.76,-0.03352269203864355
2001-07-31,1.87,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.87,0.06062462181643491
2001-08-31,1.9,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.9,0.01591545530589933
2001-09-30,1.91,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.91,0.005249355886143725
2001-10-31,1.84,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.84,-0.03733767043764413
2001-11-30,1.85,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.85,0.005420067469339207
2001-12-31,1.98,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.98,0.06791120561621034
2002-01-31,1.97,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.97,-0.005063301956546695
2002-02-28,1.93,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.93,-0.020513539833103
2002-03-31,1.94,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.94,0.005167970158442614
2002-04-30,1.91,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.91,-0.015584731016698328
2002-05-31,1.93,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.93,0.010416760858255714
2002-06-30,1.97,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,1.97,0.020513539833103
2002-07-31,2.13,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.13,0.07808843697143653
2002-08-31,2.38,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.38,0.11097850796204967
2002-09-30,2.47,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.47,0.03711766295650254
2002-10-31,2.34,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.34,-0.054067221270275856
2002-11-30,2.28,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.28,-0.02597548640326064
2002-12-31,2.32,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.32,0.017391742711869163
2003-01-31,2.33,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.33,0.004301081899390713
2003-02-28,2.34,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.34,0.004282661792000764
2003-03-31,2.33,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.33,-0.004282661792000764
2003-04-30,2.34,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.34,0.004282661792000764
2003-05-31,2.38,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.38,0.016949558313773316
2003-06-30,2.34,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.34,-0.016949558313773316
2003-07-31,2.17,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.17,-0.07542376181724186
2003-08-31,2.15,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.15,-0.009259325412796726
2003-09-30,2.2,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.2,0.022989518224698857
2003-10-31,2.12,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.12,-0.0370412716803491
2003-11-30,2.2,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.2,0.0370412716803491
2003-12-31,2.31,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.31,0.04879016416943194
2004-01-31,2.39,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.39,0.034045841409717115
2004-02-29,2.61,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.61,0.08805685539118269
2004-03-31,2.75,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.75,0.05225069034387786
2004-04-30,2.89,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.89,0.049655590445860875
2004-05-31,2.87,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.87,-0.0069444723528109265
2004-06-30,2.79,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.79,-0.028270433938255568
2004-07-31,2.51,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.51,-0.1057588426895818
2004-08-31,2.34,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.34,-0.07013182377408245
2004-09-30,2.2,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.2,-0.06169356900533973
2004-10-31,2.14,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.14,-0.027651531330510126
2004-11-30,2.05,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.05,-0.04296603588344339
2004-12-31,2.04,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.04,-0.004889985294191712
2005-01-31,2.12,corn,USDA_NASS_PRICE_RECEIVED,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",$ / BU,2.12,0.03846628082779613
